,pmid,author,year,title,journal,citedByNof1000
2029,2190121,Everitt,1990,Sexual motivation: a neural and behavioural analysis of the mechanisms underlying appetitive and copulatory responses of male rats.,Neuroscience and biobehavioral reviews,2.0
2030,26289144,Kerstetter,2016,Corticostriatal Afferents Modulate Responsiveness to Psychostimulant Drugs and Drug-Associated Stimuli.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2.0
2035,25838241,Smith,2016,The tetrapartite synapse: Extracellular matrix remodeling contributes to corticoaccumbens plasticity underlying drug addiction.,Brain research,2.0
2020,11830757,Bourne,2002,SCH 23390: the first selective dopamine D1-like receptor antagonist.,CNS drug reviews,2.0
2037,25400560,Alhaddad,2014,Effects of MS-153 on chronic ethanol consumption and GLT1 modulation of glutamate levels in male alcohol-preferring rats.,Frontiers in behavioral neuroscience,2.0
2039,25002280,Sternson,2015,Chemogenetic tools to interrogate brain functions.,Annual review of neuroscience,2.0
2046,24403152,Portugal,2014,Hippocampal long-term potentiation is disrupted during expression and extinction but is restored after reinstatement of morphine place preference.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
1981,23507394,Bartra,2014,The valuation system: a coordinate-based meta-analysis of BOLD fMRI experiments examining neural correlates of subjective value.,NeuroImage,2.0
2048,24362085,Pomierny-Chamioło,2015,Metabotropic glutamatergic receptors and their ligands in drug addiction.,Pharmacology & therapeutics,2.0
2052,24035918,Selvakumar,2014,AMPA receptor upregulation in the nucleus accumbens shell of cocaine-sensitized rats depends upon S-nitrosylation of stargazin.,Neuropharmacology,2.0
2023,3995282,Deutch,1985,"Footshock and conditioned stress increase 3,4-dihydroxyphenylacetic acid (DOPAC) in the ventral tegmental area but not substantia nigra.",Brain research,2.0
2018,17555756,Solomon,2007,Sex and estrous cycle differences in the display of conditioned defeat in Syrian hamsters.,Hormones and behavior,2.0
2055,23985782,Reissner,2014,Chronic administration of the methylxanthine propentofylline impairs reinstatement to cocaine by a GLT-1-dependent mechanism.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2.0
1994,9344826,Friston,1997,Psychophysiological and modulatory interactions in neuroimaging.,NeuroImage,2.0
1987,20512370,Menon,2011,"Saliency, switching, attention and control: a network model of insula function.",Brain structure & function,2.0
1988,20203180,den Ouden,2010,Striatal prediction error modulates cortical coupling.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
1989,18729581,Zentner,2008,"Emotions evoked by the sound of music: characterization, classification, and measurement.","Emotion (Washington, D.C.)",2.0
1990,16078183,Koelsch,2006,Investigating emotion with music: an fMRI study.,Human brain mapping,2.0
1991,16023376,Menon,2006,The rewards of music listening: response and physiological connectivity of the mesolimbic system.,NeuroImage,2.0
1993,9606949,Krumhansl,1998,An exploratory study of musical emotions and psychophysiology.,Canadian journal of experimental psychology = Revue canadienne de psychologie experimentale,2.0
2002,16934246,Nicolas,2006,A combined marble burying-locomotor activity test in mice: a practical screening test with sensitivity to different classes of anxiolytics and antidepressants.,European journal of pharmacology,2.0
2015,19298844,Anstrom,2009,Increased phasic dopamine signaling in the mesolimbic pathway during social defeat in rats.,Neuroscience,2.0
2003,16737456,Marinelli,2006,A microdialysis profile of dynorphin A(1-8) release in the rat nucleus accumbens following alcohol administration.,"Alcoholism, clinical and experimental research",2.0
2004,16573576,Zapata,2006,Endogenous kappa opioid receptor systems modulate the responsiveness of mesoaccumbal dopamine neurons to ethanol.,"Alcoholism, clinical and experimental research",2.0
2007,11717387,Olive,2002,"Stimulation of endorphin neurotransmission in the nucleus accumbens by ethanol, cocaine, and amphetamine.",The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2009,3728712,Fantino,1986,"An opioid antagonist, naltrexone, reduces preference for sucrose in humans.",The American journal of physiology,2.0
2011,24120838,Campi,2014,Sex differences in effects of dopamine D1 receptors on social withdrawal.,Neuropharmacology,2.0
2012,22222864,Bahi,2012,"Involvement of nucleus accumbens dopamine D1 receptors in ethanol drinking, ethanol-induced conditioned place preference, and ethanol-induced psychomotor sensitization in mice.",Psychopharmacology,2.0
2053,24001208,Keck,2014,"A novel mGluR5 antagonist, MFZ 10-7, inhibits cocaine-taking and cocaine-seeking behavior in rats.",Addiction biology,2.0
2056,23966704,Leung,2013,The ventral striato-pallidal pathway mediates the effect of predictive learning on choice between goal-directed actions.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
1980,24552785,Koelsch,2014,Brain correlates of music-evoked emotions.,Nature reviews. Neuroscience,2.0
2115,19897175,Besheer,2010,Metabotropic glutamate receptor 5 activity in the nucleus accumbens is required for the maintenance of ethanol self-administration in a rat genetic model of high alcohol intake.,Biological psychiatry,2.0
2102,20886627,Tripathi,2011,Axonal branching patterns of nucleus accumbens neurons in the rat.,The Journal of comparative neurology,2.0
2105,20491734,Winstanley,2011,Insight into the relationship between impulsivity and substance abuse from studies using animal models.,"Alcoholism, clinical and experimental research",2.0
2108,20352413,Reichel,2011,Modafinil effects on reinstatement of methamphetamine seeking in a rat model of relapse.,Psychopharmacology,2.0
2109,20346392,Ren,2010,Dopamine D1 and N-methyl-D-aspartate receptors and extracellular signal-regulated kinase mediate neuronal morphological changes induced by repeated cocaine administration.,Neuroscience,2.0
2110,20332188,LaLumiere,2010,The infralimbic cortex regulates the consolidation of extinction after cocaine self-administration.,"Learning & memory (Cold Spring Harbor, N.Y.)",2.0
2111,20223200,Hnasko,2010,Vesicular glutamate transport promotes dopamine storage and glutamate corelease in vivo.,Neuron,2.0
2116,19845415,Sofuoglu,2009,Cholinergic functioning in stimulant addiction: implications for medications development.,CNS drugs,2.0
2097,21521427,Murray,2012,N-Acetylcysteine reduces early- and late-stage cocaine seeking without affecting cocaine taking in rats.,Addiction biology,2.0
2118,19784636,Gipson,2010,Extended access to amphetamine self-administration increases impulsive choice in a delay discounting task in rats.,Psychopharmacology,2.0
2120,19629758,Chen,2010,Integrin-linked kinase is involved in cocaine sensitization by regulating PSD-95 and synapsin I expression and GluR1 Ser845 phosphorylation.,Journal of molecular neuroscience : MN,2.0
2121,19560290,Anderson,2009,Modafinil for the treatment of cocaine dependence.,Drug and alcohol dependence,2.0
2126,19193880,Marchant,2009,Lateral hypothalamus is required for context-induced reinstatement of extinguished reward seeking.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2131,18719114,Bowers,2008,Nucleus accumbens AGS3 expression drives ethanol seeking through G betagamma.,Proceedings of the National Academy of Sciences of the United States of America,2.0
2132,18694770,Bonci,2009,Role of orexin/hypocretin and CRF in the formation of drug-dependent synaptic plasticity in the mesolimbic system.,Neuropharmacology,2.0
2101,21277196,Dityatev,2011,Molecular signals of plasticity at the tetrapartite synapse.,Current opinion in neurobiology,2.0
2096,21524862,Rasmussen,2012,Glutamate transporter subtype 1 (GLT-1) activator ceftriaxone attenuates amphetamine-induced hyperactivity and behavioral sensitization in rats.,Drug and alcohol dependence,2.0
2059,23850523,Martínez-Rivera,2014,Metabotropic glutamate receptor 5 within nucleus accumbens shell modulates environment-elicited cocaine conditioning expression.,"Pharmacology, biochemistry, and behavior",2.0
2073,22947307,Huang,2013,Activation of NMDA receptors reduces metabotropic glutamate receptor-induced long-term depression in the nucleus accumbens via a CaMKII-dependent mechanism.,Neuropharmacology,2.0
2061,23648005,Stankeviciute,2015,"Rapid, transient potentiation of dendritic spines in context-induced relapse to cocaine seeking.",Addiction biology,2.0
2062,23624743,Cannella,2014,The mGluR2/3 agonist LY379268 induced anti-reinstatement effects in rats exhibiting addiction-like behavior.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2.0
2064,23575437,Mion,2013,"Ketamine pharmacology: an update (pharmacodynamics and molecular aspects, recent findings).",CNS neuroscience & therapeutics,2.0
2065,23518814,Qrunfleh,2013,"Ceftriaxone, a beta-lactam antibiotic, attenuates relapse-like ethanol-drinking behavior in alcohol-preferring rats.","Journal of psychopharmacology (Oxford, England)",2.0
2066,23375937,Snider,2013,Glial cell modulators attenuate methamphetamine self-administration in the rat.,European journal of pharmacology,2.0
2072,23017017,Mahler,2014,Modafinil attenuates reinstatement of cocaine seeking: role for cystine-glutamate exchange and metabotropic glutamate receptors.,Addiction biology,2.0
2077,22815535,Achat-Mendes,2012,Antagonism of metabotropic glutamate 1 receptors attenuates behavioral effects of cocaine and methamphetamine in squirrel monkeys.,The Journal of pharmacology and experimental therapeutics,2.0
2095,21536061,Gunduz,2012,"Role of GLT-1 transporter activation in prevention of cannabinoid tolerance by the β-lactam antibiotic, ceftriaxone, in mice.","Pharmacology, biochemistry, and behavior",2.0
2078,22706327,Gray,2012,A double-blind randomized controlled trial of N-acetylcysteine in cannabis-dependent adolescents.,The American journal of psychiatry,2.0
2083,22546614,Li,2013,Metabotropic glutamate 7 (mGlu7) receptor: a target for medication development for the treatment of cocaine dependence.,Neuropharmacology,2.0
2088,22234379,Price,2013,"A randomized, placebo-controlled laboratory study of the effects of D-cycloserine on craving in cocaine-dependent individuals.",Psychopharmacology,2.0
2089,22072679,Xia,2012,Hippocampal GluA1-containing AMPA receptors mediate context-dependent sensitization to morphine.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2092,21880920,Alsiö,2011,Enhanced sucrose and cocaine self-administration and cue-induced drug seeking after loss of VGLUT2 in midbrain dopamine neurons in mice.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2093,21654734,D'Souza,2012,The metabotropic glutamate 2/3 receptor agonist LY379268 blocked nicotine-induced increases in nucleus accumbens shell dopamine only in the presence of a nicotine-associated context in rats.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2.0
2234,8622141,Carlezon,1996,Rewarding actions of phencyclidine and related drugs in nucleus accumbens shell and frontal cortex.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2.0
2188,12126488,Quadros,2002,Differential propensity to ethanol sensitization is not associated with altered binding to D1 receptors or dopamine transporters in mouse brain.,Addiction biology,2.0
2236,8210177,Hollmann,1994,Cloned glutamate receptors.,Annual review of neuroscience,2.0
2385,24091936,Enoch,2014,Genetic influences on the development of alcoholism.,Current psychiatry reports,2.0
